location,cause,year,val
Switzerland,Mesothelioma,1994,108.2079091
Switzerland,Leukemia,1994,555.8993648
Switzerland,Cardiovascular diseases,1994,25638.67378
Andorra,Respiratory infections and tuberculosis,1991,6.552078456
Norway,Chronic respiratory diseases,1991,1545.648316
Luxembourg,Respiratory infections and tuberculosis,1991,93.12447575
Netherlands,Mesothelioma,1996,394.4103858
Netherlands,Leukemia,1996,1081.816231
Netherlands,Cardiovascular diseases,1996,50464.23495
Cyprus,Mesothelioma,1999,10.12507595
Cyprus,Leukemia,1999,51.09242458
Monaco,Respiratory infections and tuberculosis,1991,16.87227497
Lithuania,Leukemia,1991,319.8893925
Lithuania,Cardiovascular diseases,1991,21748.24661
Norway,Leukemia,1995,235.9962971
Norway,Cardiovascular diseases,1995,19908.78286
Czechia,Chronic respiratory diseases,1995,2234.626238
North Macedonia,Mesothelioma,1993,1.676713118
Andorra,Respiratory infections and tuberculosis,1990,6.062040417
Malta,Chronic respiratory diseases,1991,108.8312473
Slovakia,Mesothelioma,1992,11.59879029
Slovakia,Leukemia,1992,312.1437642
UK,Respiratory infections and tuberculosis,1990,38638.40098
North Macedonia,Mesothelioma,1998,1.911115524
Belgium,Mesothelioma,1990,160.591771
Belgium,Leukemia,1990,1026.556522
Belgium,Cardiovascular diseases,1990,39926.65665
North Macedonia,Mesothelioma,1994,1.693046781
Belarus,Respiratory infections and tuberculosis,1996,2011.480121
Republic of Moldova,Respiratory infections and tuberculosis,1999,1503.763113
Italy,Mesothelioma,1993,1193.371191
Italy,Leukemia,1993,5414.951132
Croatia,Chronic respiratory diseases,1996,1315.842369
Serbia,Mesothelioma,1997,28.12061826
Serbia,Leukemia,1997,663.0549795
Czechia,Chronic respiratory diseases,1999,2154.187395
Germany,Mesothelioma,1998,979.1305045
Germany,Leukemia,1998,6561.321398
Germany,Cardiovascular diseases,1998,378219.9763
Serbia,Mesothelioma,1993,22.96324904
Serbia,Leukemia,1993,593.6497766
Lithuania,Chronic respiratory diseases,1995,1380.1789
San Marino,Mesothelioma,1999,0.339124476
San Marino,Leukemia,1999,3.282031356
Sweden,Respiratory infections and tuberculosis,1999,3773.008279
Slovakia,Respiratory infections and tuberculosis,1993,2697.406404
Austria,Mesothelioma,1997,69.1518809
North Macedonia,Respiratory infections and tuberculosis,1993,421.2480109
Slovakia,Mesothelioma,1991,11.66248461
Slovakia,Leukemia,1991,317.2679343
Slovakia,Cardiovascular diseases,1991,28460.5652
Cyprus,Leukemia,1992,47.95705003
Cyprus,Cardiovascular diseases,1992,2764.764005
Albania,Chronic respiratory diseases,1990,1006.044149
Luxembourg,Mesothelioma,1992,4.641895637
San Marino,Chronic respiratory diseases,1990,5.154234002
Cyprus,Cardiovascular diseases,1999,2867.960774
Portugal,Mesothelioma,1991,26.35132179
Ukraine,Respiratory infections and tuberculosis,1990,9022.858653
Slovakia,Cardiovascular diseases,1992,27839.18286
Lithuania,Respiratory infections and tuberculosis,1991,696.4411956
France,Chronic respiratory diseases,1994,21944.85348
Austria,Leukemia,1997,588.6229665
Austria,Cardiovascular diseases,1997,38211.42834
Bulgaria,Chronic respiratory diseases,1990,3785.92797
Albania,Mesothelioma,1997,2.935977062
Albania,Chronic respiratory diseases,2000,753.0450275
Austria,Chronic respiratory diseases,1991,2506.228709
Netherlands,Respiratory infections and tuberculosis,1996,6638.280691
Cyprus,Chronic respiratory diseases,1990,326.9127758
Switzerland,Respiratory infections and tuberculosis,1994,2507.932732
Iceland,Chronic respiratory diseases,1993,73.93110636
Italy,Mesothelioma,1992,1174.120116
Italy,Leukemia,1992,5369.760049
Serbia,Respiratory infections and tuberculosis,1993,1658.79789
North Macedonia,Respiratory infections and tuberculosis,1998,334.123916
Bos&Herz,Chronic respiratory diseases,1990,1162.306748
Republic of Moldova,Cardiovascular diseases,1991,22998.08869
Poland,Chronic respiratory diseases,1993,12899.25156
Latvia,Chronic respiratory diseases,1996,558.7775148
Hungary,Mesothelioma,1995,32.83047817
Hungary,Leukemia,1995,965.7634722
Hungary,Cardiovascular diseases,1995,70773.66461
Belgium,Chronic respiratory diseases,1991,6592.672188
Netherlands,Chronic respiratory diseases,1991,7076.507797
Norway,Respiratory infections and tuberculosis,1995,2871.918167
North Macedonia,Respiratory infections and tuberculosis,1994,405.7350914
San Marino,Cardiovascular diseases,1999,67.4933313
San Marino,Respiratory infections and tuberculosis,1996,4.621045927
Serbia,Respiratory infections and tuberculosis,1997,1759.461964
France,Respiratory infections and tuberculosis,1996,23066.35606
Luxembourg,Respiratory infections and tuberculosis,1992,94.14384868
Serbia,Mesothelioma,1992,21.70919471
Serbia,Leukemia,1992,577.7305561
Albania,Chronic respiratory diseases,1991,1009.377065
Finland,Chronic respiratory diseases,1995,1314.112862
Malta,Mesothelioma,1997,4.254810236
Malta,Leukemia,1997,24.41796203
Malta,Cardiovascular diseases,1997,1289.556792
Republic of Moldova,Mesothelioma,1995,7.063237715
Republic of Moldova,Leukemia,1995,224.6020161
Italy,Respiratory infections and tuberculosis,1993,9146.005173
Estonia,Chronic respiratory diseases,1991,334.5588713
Germany,Respiratory infections and tuberculosis,1998,18442.64036
Cyprus,Respiratory infections and tuberculosis,1999,171.1475368
Bulgaria,Mesothelioma,1990,8.81333904
Portugal,Respiratory infections and tuberculosis,1991,3959.488166
Latvia,Chronic respiratory diseases,2000,461.0023549
Netherlands,Mesothelioma,1991,367.8650325
Andorra,Cardiovascular diseases,1998,93.44417388
Netherlands,Leukemia,1991,1043.538449
Netherlands,Cardiovascular diseases,1991,50589.34618
Italy,Respiratory infections and tuberculosis,1992,9225.471554
Germany,Mesothelioma,1994,1018.307505
Germany,Leukemia,1994,6367.395933
Germany,Cardiovascular diseases,1994,414616.5668
Switzerland,Mesothelioma,1990,107.6844183
Switzerland,Leukemia,1990,632.8903058
Denmark,Mesothelioma,1990,74.25621223
Denmark,Leukemia,1990,607.1900335
Albania,Leukemia,1997,122.9856322
Albania,Cardiovascular diseases,1997,7062.626151
Slovakia,Chronic respiratory diseases,1992,997.2409702
Slovenia,Chronic respiratory diseases,1993,692.9148401
Denmark,Respiratory infections and tuberculosis,1990,1900.846639
Austria,Mesothelioma,1992,67.98276607
Austria,Leukemia,1992,590.8317336
Austria,Cardiovascular diseases,1992,39550.41781
Hungary,Mesothelioma,1999,35.67808764
Hungary,Leukemia,1999,1036.267609
Ukraine,Mesothelioma,1990,290.1721264
Ukraine,Leukemia,1990,4453.991792
Ukraine,Cardiovascular diseases,1990,350605.5175
Ukraine,Chronic respiratory diseases,1999,29604.77183
Belarus,Mesothelioma,1993,44.79892421
Hungary,Respiratory infections and tuberculosis,1995,1721.014397
Lithuania,Mesothelioma,1996,15.57733925
Lithuania,Leukemia,1996,290.8956507
Lithuania,Cardiovascular diseases,1996,22290.12383
Netherlands,Respiratory infections and tuberculosis,1991,4426.734138
Bos&Herz,Mesothelioma,2000,9.874199078
Bos&Herz,Leukemia,2000,165.5862032
Bos&Herz,Cardiovascular diseases,2000,15090.47213
Slovenia,Respiratory infections and tuberculosis,1991,558.3817866
Republic of Moldova,Chronic respiratory diseases,1991,1922.619416
Spain,Mesothelioma,1996,309.2638822
Greece,Cardiovascular diseases,1996,48429.00553
Poland,Chronic respiratory diseases,1994,12434.47863
Germany,Chronic respiratory diseases,1993,38450.79998
Czechia,Mesothelioma,1996,37.27483713
Czechia,Leukemia,1996,878.4743968
Czechia,Cardiovascular diseases,1996,60196.59214
Albania,Mesothelioma,1992,2.702182654
Albania,Leukemia,1992,120.8161354
Bulgaria,Respiratory infections and tuberculosis,1990,4403.425281
Belgium,Respiratory infections and tuberculosis,1997,4654.237602
Belgium,Mesothelioma,1991,161.790637
Belgium,Leukemia,1991,1029.3595
Belgium,Cardiovascular diseases,1991,39022.10552
UK,Leukemia,1990,4698.841355
UK,Cardiovascular diseases,1990,290792.3072
Ireland,Mesothelioma,1993,34.35528025
Ireland,Leukemia,1993,243.5134909
France,Chronic respiratory diseases,1990,22049.87507
Spain,Chronic respiratory diseases,1995,25522.7786
Andorra,Chronic respiratory diseases,1998,22.35776679
Switzerland,Cardiovascular diseases,1990,25913.95107
Slovenia,Respiratory infections and tuberculosis,1992,558.306955
France,Mesothelioma,1995,889.4541542
France,Leukemia,1995,5369.924699
France,Cardiovascular diseases,1995,165356.961
Romania,Mesothelioma,1993,53.98599635
Romania,Leukemia,1993,1080.600226
Slovenia,Mesothelioma,1992,11.54688305
Slovenia,Leukemia,1992,129.7119641
Slovenia,Cardiovascular diseases,1992,8220.406838
Latvia,Mesothelioma,1991,6.130979909
Lithuania,Mesothelioma,2000,13.99866862
Lithuania,Leukemia,2000,268.9902605
Lithuania,Cardiovascular diseases,2000,20115.93157
Bos&Herz,Mesothelioma,1990,7.605588903
Bos&Herz,Leukemia,1990,151.1897263
Bos&Herz,Cardiovascular diseases,1990,13830.40069
Spain,Leukemia,1996,2873.860861
Spain,Cardiovascular diseases,1996,125279.7244
Romania,Cardiovascular diseases,1993,149841.9779
Austria,Chronic respiratory diseases,2000,2608.247394
Malta,Mesothelioma,1992,3.564892737
Malta,Leukemia,1992,22.14557843
Malta,Cardiovascular diseases,1992,1303.873837
Portugal,Leukemia,1991,751.6302977
Portugal,Cardiovascular diseases,1991,46137.78251
Albania,Cardiovascular diseases,1992,6699.286668
Latvia,Leukemia,1991,236.5106396
Latvia,Cardiovascular diseases,1991,19405.26612
Poland,Chronic respiratory diseases,1998,11541.60983
Portugal,Chronic respiratory diseases,1991,4691.404288
Albania,Respiratory infections and tuberculosis,1992,2166.521932
Norway,Mesothelioma,1991,111.33216
Norway,Leukemia,1991,241.1824731
Norway,Cardiovascular diseases,1991,20796.25648
Belgium,Chronic respiratory diseases,1990,6493.878087
Greece,Chronic respiratory diseases,1996,2739.172528
UK,Chronic respiratory diseases,1990,37656.8987
Hungary,Cardiovascular diseases,1999,68110.38442
Cyprus,Mesothelioma,1991,8.76052148
Cyprus,Leukemia,1991,46.23043115
Netherlands,Chronic respiratory diseases,1992,7235.243854
Bos&Herz,Chronic respiratory diseases,1999,1154.120871
Spain,Mesothelioma,2000,329.4447507
Spain,Leukemia,2000,3018.615957
Spain,Cardiovascular diseases,2000,127294.8155
Republic of Moldova,Respiratory infections and tuberculosis,1995,1713.776392
Malta,Chronic respiratory diseases,1993,112.8399385
Luxembourg,Leukemia,1992,41.18706895
Luxembourg,Cardiovascular diseases,1992,1631.267753
Finland,Chronic respiratory diseases,1999,1485.321908
Serbia,Cardiovascular diseases,1992,54444.0123
Serbia,Chronic respiratory diseases,1992,3486.676059
Germany,Respiratory infections and tuberculosis,1994,19028.83859
Romania,Respiratory infections and tuberculosis,1993,10747.85091
Sweden,Chronic respiratory diseases,1991,2569.804343
Monaco,Chronic respiratory diseases,1999,17.83563091
Montenegro,Chronic respiratory diseases,1995,60.91102618
Lithuania,Respiratory infections and tuberculosis,1996,876.2935295
Czechia,Respiratory infections and tuberculosis,1996,2662.342497
Croatia,Respiratory infections and tuberculosis,1990,1280.953147
Iceland,Chronic respiratory diseases,1998,83.06668451
Belarus,Leukemia,1993,879.9792363
Albania,Respiratory infections and tuberculosis,1997,1355.971447
Slovakia,Mesothelioma,1993,11.45792734
Albania,Chronic respiratory diseases,1992,967.0727699
Belarus,Cardiovascular diseases,1991,62174.21324
Serbia,Respiratory infections and tuberculosis,1992,1623.09332
Bos&Herz,Mesothelioma,1991,8.840124572
Bos&Herz,Leukemia,1991,163.6440464
Bos&Herz,Cardiovascular diseases,1991,15329.07239
Romania,Mesothelioma,1994,55.69500024
Romania,Leukemia,1994,1089.481823
Romania,Cardiovascular diseases,1994,152152.1804
Bos&Herz,Respiratory infections and tuberculosis,1990,836.9383965
Bulgaria,Leukemia,1998,431.5649065
Bulgaria,Cardiovascular diseases,1998,89718.53273
Greece,Mesothelioma,1993,60.23558937
Greece,Leukemia,1993,1105.50323
Malta,Leukemia,2001,26.17641337
Malta,Cardiovascular diseases,2001,1312.039929
Monaco,Chronic respiratory diseases,1991,15.444593
Bulgaria,Mesothelioma,1999,11.13380617
Slovenia,Chronic respiratory diseases,1997,736.4813957
Norway,Respiratory infections and tuberculosis,1991,3031.129773
Bos&Herz,Chronic respiratory diseases,1991,1261.417049
Denmark,Cardiovascular diseases,1997,23180.80712
Denmark,Chronic respiratory diseases,1997,4028.271408
Cyprus,Cardiovascular diseases,1991,2653.708602
Switzerland,Respiratory infections and tuberculosis,1990,2691.451691
Cyprus,Respiratory infections and tuberculosis,1991,159.8011687
Slovakia,Leukemia,1993,308.2919496
Slovakia,Cardiovascular diseases,1993,27406.29016
Germany,Mesothelioma,1990,1004.113929
Germany,Leukemia,1990,6304.851284
Germany,Cardiovascular diseases,1990,451910.1559
Bos&Herz,Respiratory infections and tuberculosis,2000,623.4956946
Bos&Herz,Respiratory infections and tuberculosis,1991,891.9923883
Belarus,Respiratory infections and tuberculosis,1993,1866.407908
Belgium,Mesothelioma,2000,190.500633
Belgium,Leukemia,2000,982.2006594
Belgium,Cardiovascular diseases,2000,35952.88274
Luxembourg,Chronic respiratory diseases,1992,183.2938889
Ukraine,Mesothelioma,1991,306.7688176
Ukraine,Leukemia,1991,4564.207001
Lithuania,Respiratory infections and tuberculosis,2000,823.8320397
Ukraine,Cardiovascular diseases,1991,371481.6914
Ireland,Cardiovascular diseases,1993,13684.53089
Monaco,Chronic respiratory diseases,1993,15.73983824
Netherlands,Mesothelioma,1993,381.1072205
Bos&Herz,Mesothelioma,1992,9.306420713
Bos&Herz,Leukemia,1992,164.9091451
Bos&Herz,Cardiovascular diseases,1992,15536.61513
Sweden,Mesothelioma,1995,128.2022247
Sweden,Leukemia,1995,734.8548009
Albania,Mesothelioma,2001,3.198182808
Albania,Leukemia,2001,120.8598094
Albania,Cardiovascular diseases,2001,7621.936605
Greece,Respiratory infections and tuberculosis,1993,2333.599558
Hungary,Respiratory infections and tuberculosis,1999,1505.832733
Belarus,Cardiovascular diseases,1992,64309.49776
Estonia,Chronic respiratory diseases,2001,292.3399892
Bos&Herz,Respiratory infections and tuberculosis,1992,893.8482564
Iceland,Mesothelioma,1996,2.297183883
Romania,Mesothelioma,1998,59.28097183
San Marino,Respiratory infections and tuberculosis,2000,5.218799349
Norway,Mesothelioma,1992,105.9404211
Norway,Leukemia,1992,239.1279284
Belarus,Chronic respiratory diseases,1991,6579.447525
Hungary,Chronic respiratory diseases,1990,5385.398682
Iceland,Leukemia,1993,13.65187109
Iceland,Cardiovascular diseases,1993,767.5191567
Ukraine,Chronic respiratory diseases,1995,38011.0013
Bulgaria,Chronic respiratory diseases,1998,3808.955477
Malta,Chronic respiratory diseases,1992,111.8000335
Portugal,Leukemia,1997,836.1642048
Portugal,Cardiovascular diseases,1997,43600.72112
Monaco,Mesothelioma,1992,0.700218412
Monaco,Leukemia,1992,5.92068985
Monaco,Cardiovascular diseases,1992,203.3622373
Austria,Respiratory infections and tuberculosis,1998,1238.420777
Albania,Mesothelioma,1991,2.725592917
Albania,Leukemia,1991,124.1012285
Albania,Cardiovascular diseases,1991,6902.83132
Austria,Chronic respiratory diseases,1992,2484.329746
Austria,Mesothelioma,2001,71.2829937
Austria,Leukemia,2001,661.7458497
Austria,Cardiovascular diseases,2001,34917.54505
Slovakia,Chronic respiratory diseases,2002,1024.085962
Switzerland,Mesothelioma,1991,107.9594962
France,Mesothelioma,1999,943.0845301
France,Leukemia,1999,5720.670617
France,Cardiovascular diseases,1999,163565.1713
Netherlands,Leukemia,1993,1077.376724
Netherlands,Cardiovascular diseases,1993,51428.24458
Poland,Mesothelioma,1995,76.88957701
Finland,Mesothelioma,1990,62.78299396
Germany,Respiratory infections and tuberculosis,1990,21134.53662
Spain,Respiratory infections and tuberculosis,1991,9933.789517
Ukraine,Mesothelioma,1996,366.121591
Finland,Leukemia,1990,345.3792457
Finland,Cardiovascular diseases,1990,24657.23904
Ireland,Mesothelioma,1998,34.11834223
Iceland,Chronic respiratory diseases,1994,76.50107488
Monaco,Respiratory infections and tuberculosis,1992,17.11908954
Cyprus,Mesothelioma,1990,8.462936278
Luxembourg,Leukemia,2002,44.09461089
Luxembourg,Cardiovascular diseases,2002,1392.306895
Iceland,Leukemia,1995,14.06256256
Iceland,Cardiovascular diseases,1995,780.2360183
Sweden,Cardiovascular diseases,1995,44523.47929
Romania,Respiratory infections and tuberculosis,1994,11078.21409
Bulgaria,Mesothelioma,1991,8.99846271
Andorra,Mesothelioma,1993,1.11616174
Andorra,Leukemia,1993,4.770147953
Norway,Cardiovascular diseases,1992,20762.96798
Croatia,Chronic respiratory diseases,2000,1383.039021
Portugal,Chronic respiratory diseases,1997,5159.369145
Iceland,Respiratory infections and tuberculosis,1996,108.1433015
Austria,Mesothelioma,1991,67.73467325
Austria,Leukemia,1991,589.732834
Austria,Cardiovascular diseases,1991,39738.85324
UK,Leukemia,1996,4883.440174
UK,Cardiovascular diseases,1996,263690.381
Belarus,Chronic respiratory diseases,1992,6466.307991
Montenegro,Mesothelioma,1996,0.844442584
Montenegro,Leukemia,1996,31.94589582
Montenegro,Cardiovascular diseases,1996,2877.683723
Switzerland,Leukemia,1991,620.6038381
Switzerland,Cardiovascular diseases,1991,25916.16208
Albania,Respiratory infections and tuberculosis,2001,774.2176572
Slovakia,Chronic respiratory diseases,1993,956.1564555
Cyprus,Leukemia,1990,44.51926152
Cyprus,Cardiovascular diseases,1990,2517.525809
Finland,Respiratory infections and tuberculosis,1997,3105.593492
San Marino,Mesothelioma,1990,0.267721221
Romania,Leukemia,1998,1127.745444
